,0
0,0.9335358585731739
1,0.9486694584776161
2,0.9520198778701977
3,0.9517145880736156
4,0.9612037093297017
5,0.9624470915170129
6,0.9633782103223815
7,0.9642973896061878
8,0.9642973896061878
9,0.9642529456440879
10,0.9638027644219326
11,0.9644576912953932
12,0.95545060950822
13,0.9431156163040787
14,0.924223568634022
15,0.8821334575007782
16,0.8419463220254034
17,0.8517553107946443
18,0.8422554614194517
19,0.8121097354658391
20,0.806033187436004
21,0.7996221167683942
22,0.8019656339306773
23,0.8424613517363945
24,0.8915918130240288
25,0.9210847195579378
26,0.9518049298362965
27,0.9626628159075369
28,0.9641883474464042
29,0.9597443659190628
30,0.954473718502473
31,0.9560737111921258
32,0.9363282282151562
33,0.8930773417545653
34,0.8586095210507757
35,0.8430099910918103
36,0.8158901594528875
37,0.7714354319995437
38,0.7335289335609642
39,0.6929301931720393
40,0.6162476845343157
41,0.5423633194029474
42,0.48137206296922624
43,0.44686128497948624
44,0.44176231075720507
45,0.44176231075720507
46,0.45134541177549403
47,0.4638804322883821
48,0.4830738714218337
49,0.5056199773291256
50,0.5216050128206964
51,0.53124447476875
52,0.5365827224955455
53,0.5412997175380989
54,0.5263528998408963
55,0.4904959755725787
56,0.435742493938205
57,0.3644358697525749
58,0.3056681125043139
59,0.33127323700462835
60,0.32079423725215517
61,0.31695043905098635
62,0.3675663841087174
63,0.39179631013684413
64,0.3687609213500486
65,0.31171219032646863
66,0.22685859350063106
67,0.23904570899878055
68,0.30092324004668825
69,0.3344551594294716
70,0.3496371169616243
71,0.397111221216293
72,0.49296825211533307
73,0.591422959700098
74,0.6547987729249573
75,0.7207747068466083
76,0.7621686508940133
77,0.7800409017713111
78,0.8045308003894364
79,0.8175523240572314
80,0.7977794645393849
81,0.7828603615349893
82,0.7763495324513755
83,0.7819232695368334
84,0.7871973605065399
85,0.7914748587519391
86,0.7894453787340181
87,0.7923837200247982
88,0.7996545563660917
89,0.7985704620421635
90,0.7969863066379873
91,0.8129083525849492
92,0.8760922993260283
93,0.9003305182236667
94,0.9158217625825427
95,0.934660767202598
96,0.9490354215721043
97,0.9608027325424182
98,0.9639977507375364
99,0.964458817054937
100,0.9644299293590244
101,0.963726029127482
102,0.9606303546363602
103,0.9520704208081212
104,0.9385978269135634
105,0.8992380974815828
106,0.8605755868096999
107,0.8292352369635991
108,0.7853459291155899
109,0.7395372045259188
110,0.7285181458149546
111,0.7019984832822966
112,0.6519206092423758
113,0.5772405789518376
114,0.5336864174452653
115,0.5422114115439222
116,0.48106261350627116
117,0.44361597864962543
118,0.43296679906557983
119,0.48384732310675704
120,0.5330761802803219
121,0.5397792974408862
122,0.5592969868553002
123,0.5577918889151663
124,0.5656025384576576
125,0.5670999692774888
126,0.555682391556714
127,0.5502457184424806
128,0.550850642888213
129,0.5226778684662337
130,0.46775081147051895
131,0.47672950601646985
132,0.5054659089157123
133,0.5275767248376254
134,0.5844999739734437
135,0.6103503919426811
136,0.5947958667660028
137,0.595674098858113
138,0.5645534316871541
139,0.5552300031471891
140,0.5647033493844205
141,0.5889235667807926
142,0.5620025464751965
143,0.5779832226959445
144,0.6255213810503889
145,0.6777960886030667
146,0.700603415741038
147,0.669817830979001
148,0.617966832584904
149,0.5849430626664108
150,0.5611012156223465
151,0.5411477276070487
152,0.5452472980265594
153,0.5326183929544894
154,0.5182304585078663
155,0.5654527114693336
156,0.6546619774214363
157,0.6861940661357374
158,0.8121575258882716
159,0.821116443988001
160,0.8477327554939506
161,0.8992958463265852
162,0.9376938958343561
163,0.9533744736553045
164,0.9638151535010248
165,0.9615059407348967
166,0.9633623080711874
167,0.9634329839626202
168,0.9633882313040154
169,0.9480893493921944
170,0.9115734003405884
171,0.8572403638339395
172,0.7844252596514207
173,0.6737730019852134
174,0.6309593258644008
175,0.7234776191036214
176,0.8348421235688317
177,0.8914324124215504
178,0.9003774901179122
179,0.9006007019793499
180,0.868269897922124
181,0.8599332510345694
182,0.9040440231793135
183,0.9522633287913856
184,0.9636396057826067
185,0.9595213872078426
186,0.9557307793800599
187,0.9525339716045799
188,0.9540890569332158
189,0.9578457916041856
190,0.9596875228494822
191,0.9617422556556627
192,0.9632135790237751
193,0.9634215370019688
194,0.96441951848873
195,0.9642564803298256
196,0.9643150447309858
197,0.9641243035751921
198,0.9626247995481656
199,0.9603946674163203
200,0.9592855658550302
201,0.9575610139044483
202,0.9566930992724655
203,0.9560316256648806
204,0.9482994376049177
205,0.9364028995718725
206,0.9174835411769718
207,0.9027655303372782
208,0.8979020911226212
209,0.8767758774606875
210,0.8393540512895964
211,0.778358530775632
212,0.7258709766287599
213,0.671288010790041
214,0.5933306165943848
215,0.5090078862300996
216,0.42526700242505105
217,0.35213967916443023
218,0.3196534900518403
219,0.2817198066173088
220,0.2651882870563268
221,0.24760879733790228
222,0.22588851158352322
223,0.20397024144526127
224,0.16806928944098778
225,0.13193886175085254
226,0.09603861652531648
227,0.08105678300249491
228,0.08745625520359897
229,0.11130202509679864
230,0.16139491464371655
231,0.22119132408339462
232,0.281044301630733
233,0.3411423966150369
234,0.388766192916783
235,0.40289819434486596
236,0.41283284806562526
237,0.43281264824709254
238,0.4600104805003173
239,0.49065052169327106
240,0.516234538378475
241,0.4949762079515427
242,0.5278825858006659
243,0.6103503919426811
244,0.6592983050917912
245,0.6980576098277084
246,0.6928014001558959
247,0.6571202931821349
248,0.7060360454213792
249,0.7904618062613494
250,0.7580596582625461
251,0.7832759709091642
252,0.8485359940252338
253,0.8879374481842347
254,0.871645178478336
255,0.8635586373866135
256,0.8744392999656142
257,0.8652511348444345
258,0.8695886825550332
259,0.8763660949783484
260,0.8685147804214269
261,0.8608761608375032
262,0.8376712940301126
263,0.8091326948544721
264,0.7919801192374226
265,0.7856552597881657
266,0.8005385051364545
267,0.8139372275243626
268,0.8319381119589185
269,0.8434214366000949
270,0.8043373696831239
271,0.8097024752209226
272,0.8738843958196553
273,0.8829232244872409
274,0.8327168565365461
275,0.9071594984706219
276,0.9191150832695014
277,0.9175803492097986
278,0.9002732750985853
279,0.8909343098392196
280,0.8783366046657448
281,0.8906871339013696
282,0.9285340132980731
283,0.935158348476167
284,0.9203424588823081
285,0.9130182423923864
286,0.9003877333114705
287,0.8873046251097245
288,0.8723483090993578
289,0.8327168565365461
290,0.7992608127727642
291,0.7878120758248957
292,0.765576250376551
293,0.7526614644736151
294,0.781297025796478
295,0.8439140954782416
296,0.8839664620843709
297,0.9018090162957024
298,0.9492029584589832
299,0.9437045371497841
300,0.9417941881508626
301,0.9585597961034921
302,0.9643339274355036
303,0.9534982580620999
304,0.9285565565669225
305,0.9233481839352429
306,0.9159759402958082
307,0.9079451628991884
308,0.9203562712215348
309,0.9328259403792005
310,0.946299033720814
311,0.9592185736761705
312,0.9644071731302061
313,0.9632975782676994
314,0.9623169158809701
315,0.9617941129846682
316,0.9629471724234728
317,0.963777642985523
318,0.9642703236487937
319,0.96446004596113
320,0.9629378438491895
321,0.9565096276652895
322,0.956672812954379
323,0.959385573108986
324,0.9572510033645005
325,0.955883547396857
326,0.9483566279348834
327,0.9392392837560941
328,0.9241441243919728
329,0.9143302097527523
330,0.905696215802034
331,0.8943462117723134
332,0.8658359503741065
333,0.8369097661560823
334,0.825878515272821
335,0.8190206869894411
336,0.8598219397507397
337,0.9080706090346523
338,0.9103923538208024
339,0.8958996849360149
340,0.8806809963024521
341,0.8698738804397389
342,0.8587615170715327
343,0.8016151750086755
344,0.8118754111935755
345,0.8842260829860452
346,0.9092380312167865
347,0.9249896295866433
348,0.9450062314637517
349,0.9560316256648806
350,0.9523965892228651
351,0.9469575740808954
352,0.9417941881508626
353,0.9275996836279842
354,0.9215985490868146
355,0.9113270992922017
356,0.9270849313195382
357,0.9229722243861417
358,0.9111201306064723
359,0.8874314244894173
360,0.8701585838457827
361,0.8633366543980914
362,0.865981842007617
363,0.8832500541637054
364,0.8783366046657448
365,0.881145457833787
366,0.8825300458948865
367,0.8960776897924382
368,0.8974925129161837
369,0.9008444454070923
370,0.9174350979295808
371,0.934660767202598
372,0.930366396625828
373,0.9360661109620623
374,0.9421960661793968
375,0.9430876343640817
376,0.9417941881508626
377,0.9413888453620909
378,0.9412529607597868
379,0.9433484393437442
380,0.9410484113570943
381,0.9312645324205774
382,0.9081239587441045
383,0.8566220113954707
384,0.7929881084986103
385,0.7595085397425799
386,0.7669957039737034
387,0.7917781163083387
388,0.816999476341846
389,0.8461976790364039
390,0.866346025130454
391,0.9316284950856542
392,0.9315477876973681
393,0.891119387137926
394,0.7836910411290292
395,0.7325788548872526
396,0.7486773656354934
397,0.7195531163601481
398,0.6710209539622807
399,0.63820108394079
400,0.6206823156317971
401,0.6145253928852777
402,0.6283555531640355
403,0.6800382118696995
404,0.6877555636003734
405,0.6671362510803498
406,0.7324599505783708
407,0.7397711089652114
408,0.7387175176970104
409,0.6380612609226636
410,0.4756460299287249
411,0.29717728981156843
412,0.1650154342825187
413,0.21642917771251685
414,0.4340460179592063
415,0.5788738368664679
416,0.5601993608678134
417,0.45428459604210186
418,0.36503157678356923
419,0.32839001402275586
420,0.35953199024319
421,0.3389567932989116
422,0.38106396504905904
423,0.454594035009
424,0.47363370174262553
425,0.4723952637025181
426,0.46310639483244875
427,0.4148247099225705
428,0.3508140926028795
429,0.325515953577202
430,0.31737665031327067
431,0.32107966469602767
432,0.32465554763545795
433,0.3252290580422647
434,0.32107966469602767
435,0.30735003216523354
436,0.30022806039363925
437,0.3053881579054152
438,0.31567313463670643
439,0.3196534900518403
440,0.2506676497405257
441,0.16049730331041362
442,0.11959403703034832
443,0.1629980937820914
444,0.15313411754733633
445,0.15459006050650448
446,0.212660245519212
447,0.305948171744078
448,0.4007642374128981
449,0.4700730765482917
