0;4142;0;3228;0
0;4049;0;3284;0
0;3988;0;3328;0
0;3862;400;3347;0
0;3752;897;3342;0
0;3674;1287;3341;0
0;3604;1671;3340;0
0;3550;2028;3334;0
0;3510;2279;3338;0
0;3476;2505;3341;0
0;3443;2777;3339;0
0;3420;2973;3337;0
0;3395;3220;3332;0
1;1;1;1;1
0;3296;5264;3205;0
0;3333;4572;3221;0
0;3373;3977;3238;0
0;3424;3358;3259;0
0;3485;2714;3286;0
0;3542;2174;3313;0
0;3604;1671;3340;0
0;3673;1187;3365;0
0;3739;762;3392;0
0;3811;335;3420;0
0;3872;0;3445;0
0;3872;0;3445;0
0;3872;0;3445;0
1;1;1;1;1
0;3636;956;3523;0
0;3626;1083;3486;0
0;3620;1200;3451;0
0;3615;1327;3417;0
0;3610;1443;3390;0
0;3605;1578;3362;0
0;3604;1671;3340;0
0;3604;1781;3317;0
0;3601;1913;3293;0
0;3605;1999;3273;0
0;3611;2044;3260;0
0;3613;2128;3244;0
0;3620;2210;3226;0
1;1;1;1;1
0;3547;1939;3272;260
0;3569;1820;3307;129
0;3600;1685;3333;24
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
0;3604;1671;3340;0
1;1;1;1;1
0;3147.425302;0;2858.365762;0
0;3129.409677;0;2892.438258;0
0;3119.139951;0;2916.205587;0
0;3112.737934;0;2933.671459;0
0;3108.472445;0;2947.257739;0
0;3053.796383;287.7206425;2937.925038;0
0;2990.207124;668.6057626;2915.413073;0
0;2946.958676;956.260425;2896.603993;0
0;2909.92159;1231.746123;2875.351722;0
0;2863.243164;1561.726473;2883.44461;0
0;2741.078353;2335.471897;3019.049874;0
0;2464.156224;4026.658457;3492.586151;0
0;1945.469504;7112.304867;4652.395223;0
1;1;1;1;1
0;0;21634.76909;8096.293096;0
0;2180.255917;6352.301488;3781.837395;0
0;2590.740429;3611.563974;3066.147399;0
0;2800.114867;2127.534249;2848.015043;0
0;2880.564591;1486.931512;2846.401095;0
0;2932.130105;1073.463991;2881.430644;0
0;2990.207124;668.6057626;2915.413073;0
0;3057.697973;251.5976775;2950.007346;0
0;3102.152259;0;2970.956035;0
0;3102.152259;0;2970.956035;0
0;3102.152259;0;2970.956035;0
0;3102.152259;0;2970.956035;0
0;3102.152259;0;2970.956035;0
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
0;3031.731504;357.5288603;2989.582314;0
0;3024.146185;409.3964527;2976.576683;0
0;3015.19669;471.3149252;2963.088061;0
0;3010.54539;507.7544434;2952.339505;0
0;3006.495823;541.8759525;2941.871196;0
0;2996.241868;618.7768638;2926.830929;0
0;2990.207124;668.6057626;2915.413073;0
0;2983.813466;724.4052167;2902.444873;0
0;2979.386518;767.4322398;2891.41489;0
0;2977.630446;792.2093685;2882.915392;0
0;2974.795074;827.3345736;2872.8072;0
0;2972.883961;855.1802514;2864.362048;0
0;2969.361929;897.6451194;2853.960647;0
;;;;
;;;;
;;;;
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
0;2990.207124;668.6057626;2915.413073;0
